title,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,time_signature,valence,tempo
Poor Little Fool - Remastered - Ricky Nelson,0.474,0.338,0,-11.528,1,0.0299,0.648,0.0,0.13,4,0.81,154.596
It Doesn't Matter Anymore - Buddy Holly,0.665,0.179,7,-16.727,1,0.0367,0.806,0.0,0.189,4,0.856,115.203
Personality - Lloyd Price,0.591,0.454,5,-8.936,1,0.0322,0.744,0.0,0.0989,4,0.865,128.909
It's Only Make Believe - Single Version - Conway Twitty,0.542,0.531,11,-6.698,1,0.0384,0.887,0.0011,0.127,4,0.344,126.018
Baby (You've Got What It Takes) - Dinah Washington,0.69,0.508,8,-9.92,1,0.0469,0.851,0.000185,0.496,4,0.818,132.892
Summertime - Louis Armstrong,0.2,0.11,6,-16.646,0,0.0357,0.906,0.000153,0.0959,5,0.162,171.751
Tutti Frutti - Little Richard,0.555,0.658,5,-3.866,1,0.0541,0.793,0.0,0.118,4,0.937,184.835
Roll Over Beethoven - Chuck Berry,0.713,0.793,3,-10.138,1,0.21,0.81,0.0,0.198,4,0.804,92.713
Come Softly To Me - The Fleetwoods,0.601,0.095,1,-18.478,1,0.0374,0.93,0.000285,0.116,4,0.672,122.975
Maybe Baby - The Crickets,0.602,0.597,9,-7.73,1,0.0303,0.714,0.0,0.0863,4,0.866,137.001
You Send Me - Sam Cooke,0.538,0.226,4,-13.817,0,0.0288,0.945,0.0,0.125,4,0.553,96.951
Blue Skies - Ella Fitzgerald,0.464,0.391,0,-5.115,1,0.0483,0.892,0.0,0.0521,4,0.649,158.894
Maybellene - Chuck Berry,0.762,0.81,0,-10.395,1,0.0818,0.811,0.0,0.139,4,0.735,117.48
Heartbreak Hotel - Elvis Presley,0.696,0.21,4,-11.922,1,0.067,0.84,1.62e-06,0.107,4,0.717,93.543
Not Fade Away - Buddy Holly & The Crickets,0.799,0.475,9,-13.142,1,0.0413,0.835,0.0,0.275,4,0.92,95.966
Lucille - Little Richard,0.682,0.839,6,-9.186,1,0.0466,0.336,0.000571,0.17,4,0.953,145.051
(We're Gonna) Rock Around The Clock - Bill Haley & His Comets,0.811,0.859,9,-6.317,1,0.168,0.205,3.73e-06,0.0761,4,0.784,90.686
Reet Petite - Jackie Wilson,0.664,0.66,5,-6.526,1,0.13,0.447,0.0,0.298,4,0.873,84.345
Buona Sera - Remastered - Louis Prima,0.547,0.3,3,-13.973,1,0.107,0.777,0.0,0.0653,4,0.811,97.793
Cheek To Cheek - Ella Fitzgerald,0.648,0.306,0,-13.395,1,0.0883,0.588,0.0,0.252,4,0.661,122.027
Move It - 2002 Remaster - Cliff Richard & The Drifters,0.625,0.852,4,-4.83,1,0.0341,0.692,0.000487,0.293,4,0.931,82.142
Magic Moments - Perry Como,0.714,0.253,0,-15.16,0,0.0433,0.922,4.91e-06,0.173,4,0.695,104.302
Whole Lot of Shakin' Going On - Jerry Lee Lewis,0.377,0.626,0,-9.662,1,0.033,0.832,6.46e-05,0.188,4,0.678,161.468
You Make Me Feel So Young - Remastered 1998 - Frank Sinatra,0.577,0.306,9,-11.559,1,0.0427,0.383,0.0,0.18,4,0.568,125.166
Rock And Roll Music - Chuck Berry,0.524,0.785,8,-6.118,1,0.0467,0.44,0.00125,0.0565,4,0.914,165.799
Oh Boy! - Overdubbed Version - Buddy Holly,0.543,0.619,9,-7.518,1,0.0377,0.777,0.0,0.109,4,0.846,96.842
"Shake, Rattle And Roll - Single Version - Bill Haley & His Comets",0.671,0.679,5,-11.237,1,0.142,0.159,0.0,0.158,4,0.82,166.722
Be-Bop-A-Lula - Gene Vincent & His Blue Caps,0.607,0.561,9,-10.099,1,0.0425,0.421,0.0,0.298,3,0.841,127.638
Just A Gigolo - Remastered - Louis Prima,0.525,0.403,8,-11.987,1,0.0945,0.597,0.0,0.0565,4,0.718,125.187
Walkin' After Midnight - Patsy Cline,0.562,0.194,0,-15.364,1,0.0448,0.795,0.0,0.322,3,0.773,135.903
Autumn in New York - 2003 Remastered Version - Billie Holiday,0.544,0.132,7,-11.735,0,0.0477,0.963,8.59e-05,0.101,4,0.286,71.178
I'm Walkin' - Fats Domino,0.729,0.555,1,-13.056,1,0.0483,0.678,0.184,0.155,4,0.979,109.005
C’Mon Everybody - Eddie Cochran,0.627,0.7,3,-9.657,1,0.0522,0.121,0.0111,0.188,4,0.856,175.33
Jambalaya (On The Bayou) - Hank Williams,0.526,0.291,7,-10.694,1,0.0346,0.706,0.0,0.0651,4,0.886,164.02
It's All In The Game - Tommy Edwards,0.546,0.167,3,-16.085,1,0.0308,0.845,0.0181,0.127,4,0.628,70.564
Chantilly Lace - The Big Bopper,0.489,0.806,3,-6.054,1,0.0858,0.841,2.96e-05,0.0687,4,0.944,172.269
Jailhouse Rock - Elvis Presley,0.647,0.582,10,-9.538,0,0.0755,0.41,1.93e-06,0.0715,4,0.915,167.396
"The Theme From ""A Summer Place"" - Percy Faith",0.311,0.455,0,-10.15,1,0.0311,0.27,0.919,0.47,3,0.845,186.162
Rebel Rouser - Duane Eddy,0.388,0.434,7,-11.997,1,0.0354,0.789,0.954,0.728,4,0.873,206.313
"Hallelujah, I Love Her So - Ray Charles",0.696,0.547,5,-5.954,0,0.169,0.792,0.0,0.155,4,0.623,73.203
Rip It Up - Little Richard,0.895,0.636,5,-6.043,1,0.06,0.672,3.31e-06,0.0207,4,0.967,95.922
Blue Moon - Billie Holiday,0.639,0.269,8,-11.435,1,0.0698,0.982,0.12,0.141,4,0.539,124.866
On The Street Where You Live - Vic Damone,0.291,0.312,10,-10.289,1,0.0363,0.871,0.0,0.142,5,0.201,115.077
Money (That's What I Want) - Barrett Strong,0.656,0.84,5,-7.349,1,0.0323,0.342,0.0,0.108,4,0.954,132.335
Hound Dog - Elvis Presley,0.494,0.756,0,-8.492,1,0.0499,0.733,0.00505,0.76,4,0.949,86.895
Diana - Paul Anka,0.551,0.576,7,-8.49,1,0.0325,0.762,0.0,0.803,4,0.919,142.814
Sweet Little Sixteen - Chuck Berry,0.549,0.521,0,-10.294,1,0.0438,0.57,0.0,0.0996,4,0.939,166.072
La Bamba - Single Version - Ritchie Valens,0.516,0.809,0,-6.419,1,0.0545,0.787,0.000331,0.303,4,0.939,75.099
Love & Marriage - Frank Sinatra,0.69,0.244,10,-10.011,1,0.0364,0.919,0.0,0.218,4,0.598,110.977
Born Too Late - The Poni-Tails,0.501,0.311,4,-9.62,1,0.0251,0.672,0.000125,0.174,4,0.818,85.322
Sixteen Tons - Tennessee Ernie Ford,0.693,0.324,11,-15.085,1,0.205,0.796,0.0,0.246,4,0.382,144.14
Keep A Knockin - Little Richard,0.335,0.926,8,-8.763,1,0.0958,0.0266,3.13e-06,0.0696,4,0.948,170.467
Chances Are - Single Version - Johnny Mathis,0.31,0.254,10,-12.2,1,0.0343,0.897,3.25e-06,0.107,1,0.296,77.512
Stupid Cupid - Connie Francis,0.609,0.749,3,-6.147,1,0.0363,0.831,1.45e-06,0.039,4,0.967,135.702
I'm A Man - Bo Diddley,0.514,0.539,3,-15.628,1,0.0402,0.296,0.0,0.184,4,0.853,85.368
Pennies From Heaven - Louis Prima,0.515,0.408,8,-11.96,1,0.194,0.452,0.0,0.0682,4,0.915,185.767
I Only Have Eyes for You - The Flamingos,0.552,0.313,5,-12.41,1,0.0296,0.916,0.0017,0.12,3,0.303,88.554
Why Do Fools Fall In Love - Frankie Lymon & The Teenagers,0.43,0.558,1,-6.549,1,0.0844,0.534,0.000507,0.0914,4,0.779,172.756
You Belong To Me - Jo Stafford,0.371,0.145,5,-14.587,1,0.0315,0.945,0.0,0.112,4,0.167,68.722
Lonely Teardrops - Jackie Wilson,0.524,0.478,7,-8.894,1,0.118,0.406,0.0,0.74,4,0.843,137.133
Love Letters In The Sand - Single Version - Pat Boone,0.571,0.196,3,-13.216,1,0.0278,0.811,0.0,0.142,4,0.555,88.728
Dream a Little Dream of Me (with Paul Weston & His Music From Hollywood) - Doris Day,0.386,0.125,0,-17.695,1,0.0394,0.921,6.42e-06,0.0919,4,0.254,147.721
Mannish Boy - Muddy Waters,0.598,0.735,2,-10.882,1,0.0973,0.44,0.000215,0.681,3,0.615,111.129
Rags To Riches - Tony Bennett,0.398,0.458,2,-9.131,1,0.0344,0.87,6.01e-06,0.0895,4,0.546,77.915
Bo Diddley - Bo Diddley,0.809,0.701,0,-12.484,1,0.0574,0.176,0.0,0.184,4,0.563,105.696
Mr. Blue - The Fleetwoods,0.374,0.0889,4,-17.475,1,0.0356,0.931,6.88e-06,0.111,4,0.211,96.677
Ready Teddy - Little Richard,0.532,0.678,5,-5.59,1,0.19,0.673,0.0,0.103,4,0.971,205.973
"See You Later, Alligator - Bill Haley & His Comets",0.664,0.702,10,-11.841,0,0.0671,0.313,2.06e-06,0.369,4,0.737,156.987
Somethin' Else - Eddie Cochran,0.625,0.791,2,-10.428,1,0.0711,0.198,0.000144,0.0645,4,0.967,157.413
Splish Splash - Bobby Darin,0.645,0.943,0,-1.526,1,0.0393,0.385,0.0,0.37,4,0.965,147.768
Red River Rock - Johnny & The Hurricanes,0.371,0.813,0,-11.397,1,0.0741,0.0946,0.919,0.272,4,0.822,153.963
Wild One - Jerry Lee Lewis,0.67,0.878,0,-12.43,1,0.0491,0.745,0.000602,0.326,4,0.973,97.598
Blue Suede Shoes - Carl Perkins,0.633,0.568,9,-11.225,1,0.0323,0.352,6.03e-05,0.154,4,0.969,84.491
Long Tall Sally (The Thing) - Little Richard,0.474,0.608,5,-5.139,1,0.0825,0.755,0.0,0.0928,4,0.888,184.694
Just In Time - Remastered/1998 - Dean Martin,0.509,0.265,7,-11.918,0,0.0438,0.652,0.0,0.125,4,0.587,126.88
Papa Loves Mambo - Perry Como,0.674,0.498,0,-10.07,1,0.13,0.512,2.05e-06,0.404,4,0.747,81.075
Venus - Bonus Track - Frankie Avalon,0.526,0.488,10,-12.645,1,0.0296,0.601,1.31e-05,0.094,4,0.718,115.194
Yakety Yak - The Coasters,0.715,0.669,7,-9.491,1,0.128,0.705,0.000732,0.044,4,0.976,120.789
Come Fly With Me - Remastered 1998 - Frank Sinatra,0.574,0.338,6,-11.376,1,0.042,0.845,0.0,0.165,4,0.493,67.008
At The Hop - Danny & The Juniors,0.405,0.864,8,-7.642,1,0.0486,0.662,2.12e-05,0.18,4,0.888,194.875
Fever - Peggy Lee,0.742,0.0899,9,-19.187,0,0.158,0.0906,0.0,0.113,4,0.351,137.473
Lonely Boy - Paul Anka,0.623,0.605,0,-9.923,1,0.0306,0.352,0.0,0.101,3,0.804,106.163
Only You (And You Alone) - The Platters,0.411,0.28,3,-11.961,1,0.0285,0.956,0.0,0.12,4,0.309,80.337
Love Is Strange - Mickey & Sylvia,0.629,0.692,0,-6.466,1,0.0295,0.658,0.000463,0.0543,4,0.842,121.808
Love Potion No.9 - The Clovers,0.734,0.59,7,-7.807,1,0.148,0.555,0.0,0.142,4,0.782,128.817
Wonderful! Wonderful! (with Ray Conniff & His Orchestra & Chorus) - Single Version - Johnny Mathis,0.25,0.398,7,-9.495,0,0.0301,0.742,4.24e-06,0.0975,4,0.559,145.178
They Can't Take That Away From Me - Ella Fitzgerald,0.563,0.136,3,-17.402,1,0.0683,0.87,0.0,0.106,4,0.368,104.928
Teach Me Tonight - Dinah Washington,0.558,0.231,5,-11.436,0,0.0812,0.805,0.0,0.142,4,0.403,73.103
Passing Strangers - Sarah Vaughan,0.279,0.315,1,-10.539,1,0.0343,0.813,0.0,0.153,4,0.177,90.799
Come Go With Me - The Del-Vikings,0.566,0.534,5,-9.416,0,0.0409,0.713,0.0,0.0883,4,0.582,129.69
Your Cheatin' Heart - Hank Williams,0.672,0.243,0,-11.634,1,0.0281,0.774,1.79e-05,0.082,4,0.689,127.716
Love Is Here To Stay - Remastered 1998 - Frank Sinatra,0.547,0.208,9,-13.458,1,0.0334,0.676,0.0,0.1,4,0.424,108.999
Little Bitty Pretty One - Thurston Harris,0.703,0.883,8,1.085,1,0.241,0.777,2.02e-06,0.0562,4,0.887,88.351
My Prayer - The Platters,0.359,0.272,10,-8.393,1,0.0294,0.812,0.0,0.095,3,0.254,109.249
Oh! Carol - Neil Sedaka,0.584,0.743,8,-7.039,0,0.0463,0.766,0.0,0.319,4,0.815,132.747
Misty - Johnny Mathis,0.216,0.267,8,-13.561,1,0.0351,0.876,2.7e-05,0.109,4,0.218,82.098
I Wonder Why - Dion & The Belmonts,0.506,0.699,10,-3.834,1,0.0348,0.569,0.0,0.158,4,0.901,103.463
I've Got a Woman - Ray Charles,0.556,0.61,9,-4.729,1,0.213,0.833,2.22e-06,0.258,4,0.665,199.373
Who's Sorry Now - Connie Francis,0.522,0.326,3,-6.448,1,0.0273,0.755,2.26e-05,0.36,4,0.443,87.535
I'm Gonna Get Married - Lloyd Price,0.569,0.514,7,-9.369,1,0.0334,0.765,0.0,0.131,4,0.63,119.518
"Hey, Good Lookin' - Hank Williams",0.785,0.365,7,-9.963,1,0.0377,0.801,0.0,0.0662,4,0.913,141.167
A Teenager In Love - Dion & The Belmonts,0.555,0.377,1,-9.123,1,0.0295,0.671,0.0,0.128,4,0.619,78.986
"Shout, Pts. 1 & 2 - The Isley Brothers",0.489,0.866,10,-7.433,1,0.0933,0.753,0.0,0.876,4,0.416,138.63
Little Darlin' - The Diamonds,0.631,0.587,6,-11.402,1,0.042,0.536,0.29,0.333,4,0.664,152.851
Louisiana Blues - Muddy Waters,0.56,0.207,9,-14.168,1,0.0399,0.856,0.000363,0.172,4,0.385,73.919
Mess Around - Ray Charles,0.565,0.962,8,-2.981,1,0.064,0.437,0.0,0.056,4,0.906,148.808
I Can See Clearly Now - Johnny Nash,0.683,0.53,2,-8.542,1,0.0601,0.41,7.43e-05,0.06,4,0.579,124.392
Wild World - Yusuf / Cat Stevens,0.484,0.508,0,-9.308,1,0.0364,0.376,0.000791,0.0961,4,0.554,151.867
Easy - Commodores,0.576,0.432,10,-13.642,0,0.0314,0.233,0.00135,0.0743,4,0.348,132.144
Hotel California - 2013 Remaster - Eagles,0.579,0.508,2,-9.484,1,0.027,0.00574,0.000494,0.0575,4,0.609,147.125
"Rocket Man (I Think It's Going To Be A Long, Long Time) - Elton John",0.601,0.532,10,-9.119,1,0.0286,0.432,6.25e-06,0.0925,4,0.341,136.571
How Deep Is Your Love - Bee Gees,0.633,0.357,5,-9.366,0,0.0264,0.105,0.0,0.133,4,0.674,104.938
Ain't No Stoppin' Us Now - Single Version - McFadden & Whitehead,0.721,0.743,1,-6.358,1,0.0525,0.0835,0.0,0.135,4,0.867,112.504
Ain't No Sunshine - Bill Withers,0.527,0.415,4,-11.451,0,0.122,0.457,1.72e-05,0.117,4,0.515,78.169
Wonderful Tonight - Eric Clapton,0.572,0.214,7,-15.625,1,0.0293,0.649,0.129,0.125,4,0.485,95.542
Maggie May - Rod Stewart,0.605,0.574,2,-10.536,1,0.0377,0.559,0.113,0.0684,4,0.543,129.449
You're so Vain - Carly Simon,0.659,0.678,0,-8.18,1,0.0313,0.157,6.69e-06,0.0784,4,0.647,106.186
Listen to the Music - The Doobie Brothers,0.645,0.598,1,-13.18,0,0.0335,0.221,3.53e-06,0.0721,4,0.913,105.929
Give A Little Bit - Supertramp,0.531,0.818,2,-5.358,1,0.0452,0.0694,0.0096,0.263,4,0.471,90.767
Go Your Own Way - 2004 Remaster - Fleetwood Mac,0.583,0.947,5,-5.12,1,0.0378,0.0185,0.00109,0.0679,4,0.803,135.448
Let Your Love Flow - The Bellamy Brothers,0.679,0.553,3,-14.687,1,0.0316,0.0611,7.16e-06,0.139,4,0.946,109.071
Tiny Dancer - Elton John,0.414,0.428,0,-11.097,1,0.0278,0.382,0.000243,0.148,4,0.282,145.075
Midnight Train to Georgia - Gladys Knight & The Pips,0.595,0.379,10,-12.058,0,0.0454,0.271,2.81e-05,0.1,4,0.448,92.006
Cecilia - Simon & Garfunkel,0.755,0.876,0,-8.867,1,0.0362,0.357,5.17e-06,0.22,4,0.954,102.762
My Life - Billy Joel,0.741,0.647,2,-12.878,1,0.0427,0.108,0.00139,0.0555,4,0.804,131.097
American Pie - Don McLean,0.531,0.481,4,-11.709,0,0.06,0.699,0.0,0.0842,4,0.491,138.45
Follow You Follow Me - Remastered 2007 - Genesis,0.531,0.747,7,-9.368,1,0.0344,0.146,0.0722,0.07,4,0.761,93.559
"December, 1963 (Oh, What a Night) - Frankie Valli & The Four Seasons",0.729,0.6,1,-9.527,1,0.0255,0.0663,7.86e-06,0.0382,4,0.964,104.414
Moondance - 2013 Remaster - Van Morrison,0.606,0.282,9,-12.207,0,0.0339,0.501,8.3e-06,0.152,4,0.563,67.409
She's Always a Woman - Billy Joel,0.292,0.324,3,-11.996,1,0.0346,0.797,0.000473,0.12,3,0.384,176.631
Solsbury Hill - Peter Gabriel,0.678,0.631,11,-8.624,1,0.0301,0.355,0.000268,0.376,1,0.463,102.378
Don't Go Breaking My Heart - Elton John,0.729,0.844,5,-8.824,1,0.0344,0.149,2.87e-06,0.0604,4,0.777,131.459
The Air That I Breathe - 2008 Remaster - The Hollies,0.279,0.473,4,-8.375,0,0.0309,0.242,0.00164,0.158,4,0.246,167.792
Crazy Little Thing Called Love - Remastered 2011 - Queen,0.599,0.761,0,-6.887,1,0.0421,0.713,4.74e-06,0.349,4,0.712,77.015
Bridge Over Troubled Water - Simon & Garfunkel,0.149,0.206,3,-13.888,1,0.0323,0.822,0.000649,0.115,4,0.264,79.764
Big Yellow Taxi - Joni Mitchell,0.611,0.47,4,-9.135,1,0.0356,0.579,0.0,0.581,4,0.97,85.527
Take It Easy - 2013 Remaster - Eagles,0.575,0.67,7,-10.39,1,0.0318,0.343,4.95e-06,0.129,4,0.74,139.191
"Knowing Me, Knowing You - ABBA",0.55,0.741,2,-7.109,1,0.0299,0.0426,3.72e-06,0.235,4,0.903,107.327
What a Fool Believes - The Doobie Brothers,0.758,0.378,8,-15.308,0,0.0449,0.284,0.0,0.049,4,0.985,120.736
Just the Way You Are - Billy Joel,0.589,0.453,7,-8.912,1,0.0397,0.703,2.54e-05,0.134,4,0.513,139.148
Your Song - Elton John,0.554,0.315,3,-11.028,1,0.0298,0.828,5.53e-06,0.101,4,0.325,128.157
50 Ways to Leave Your Lover - Paul Simon,0.815,0.372,7,-12.814,1,0.0752,0.166,0.000116,0.0767,4,0.293,101.684
Livin' Thing - Electric Light Orchestra,0.549,0.651,0,-7.097,1,0.0323,0.583,0.0,0.121,4,0.368,122.818
Everything I Own - Bread,0.365,0.338,2,-13.406,1,0.0322,0.735,0.0,0.104,4,0.446,79.241
I Am...I Said - Single Version - Neil Diamond,0.246,0.375,10,-14.409,1,0.0272,0.141,4.97e-06,0.109,4,0.511,90.53
Me and Bobby McGee - Janis Joplin,0.43,0.463,2,-10.96,1,0.0442,0.303,5.84e-05,0.152,4,0.66,93.405
Daniel - Elton John,0.688,0.477,0,-11.945,1,0.029,0.38,4.93e-05,0.0864,4,0.897,132.071
Fire and Rain - James Taylor,0.611,0.35,5,-14.48,1,0.0356,0.499,7.84e-06,0.0844,4,0.36,76.064
Piano Man - Billy Joel,0.331,0.55,0,-6.483,1,0.0272,0.605,3.96e-06,0.192,3,0.429,177.734
It's Too Late - Carole King,0.698,0.446,9,-12.719,0,0.0284,0.494,0.0054,0.177,4,0.788,104.265
Annie's Song - John Denver,0.325,0.308,2,-11.503,1,0.0297,0.92,0.00603,0.441,3,0.447,147.117
When You're In Love With A Beautiful Woman - Dr. Hook,0.7,0.586,9,-11.658,1,0.0745,0.00544,0.00128,0.124,4,0.427,113.567
Cracklin' Rosie - Single Version - Neil Diamond,0.562,0.503,1,-14.836,1,0.0335,0.319,0.0,0.163,4,0.846,127.827
Goodbye Yellow Brick Road - Remastered 2014 - Elton John,0.559,0.473,5,-7.712,1,0.0279,0.446,0.00141,0.154,4,0.397,121.227
You Are The Sunshine Of My Life - Stevie Wonder,0.519,0.46,11,-14.53,1,0.0688,0.823,5.97e-05,0.243,4,0.675,132.082
The Boxer - Simon & Garfunkel,0.439,0.488,11,-14.464,1,0.0615,0.702,0.000339,0.16,4,0.629,93.017
Take A Chance On Me - ABBA,0.684,0.675,11,-8.123,1,0.0257,0.163,0.0,0.242,4,0.924,107.064
Lola - The Kinks,0.474,0.917,9,-4.19,1,0.0395,0.582,0.231,0.201,4,0.902,152.113
Crocodile Rock - Elton John,0.621,0.8,4,-7.284,0,0.0344,0.0263,1.51e-05,0.0591,4,0.968,149.91
Into the Mystic - 2013 Remaster - Van Morrison,0.608,0.524,8,-10.266,1,0.0309,0.367,0.00254,0.115,4,0.797,86.204
More Than a Feeling - Boston,0.377,0.681,7,-8.039,1,0.0298,0.00088,0.0023,0.0504,4,0.285,108.789
He Ain't Heavy He's My Brother - 1998 Remaster - The Hollies,0.304,0.421,7,-7.769,1,0.0293,0.46,4.03e-05,0.163,4,0.216,75.928
Silly Love Songs - Remastered 2014 - Wings,0.742,0.471,0,-10.767,1,0.0326,0.134,0.0903,0.284,4,0.815,124.95
Forever In Blue Jeans - Neil Diamond,0.706,0.39,9,-13.673,1,0.0324,0.0221,3.81e-05,0.0944,4,0.839,90.584
Burning Love - Elvis Presley,0.66,0.748,2,-11.206,1,0.0284,0.0993,0.00585,0.283,4,0.972,143.549
Afternoon Delight - Starland Vocal Band,0.491,0.439,5,-11.67,1,0.0301,0.529,0.0,0.102,4,0.808,147.062
Mandy - Barry Manilow,0.308,0.464,10,-9.032,1,0.0279,0.418,2.49e-06,0.143,4,0.318,103.734
Ventura Highway - America,0.673,0.581,2,-10.205,1,0.029,0.223,0.000206,0.063,4,0.818,130.771
It Never Rains in Southern California - Albert Hammond,0.626,0.565,9,-10.027,1,0.0271,0.124,0.0,0.0811,4,0.924,116.61
Vincent - Don McLean,0.419,0.085,7,-19.387,1,0.0362,0.908,5.33e-06,0.34,3,0.458,91.509
Nobody Does It Better - Marvin Hamlisch,0.368,0.403,10,-12.699,1,0.0288,0.703,7.66e-06,0.202,4,0.338,135.384
